date,vendor,amount,department,category,payment_method,invoice_no,notes
2025-01-13,Snowflake,35131.76,Marketing,Marketing,Credit Card,HSP-20250036,type=high_spend; variance_band=v2
2025-01-03,HDFC Bank Charges,28388.28,Sales,,Bank Transfer,NOR-20251173,type=normal; cycle=monthly
2025-01-30,Swiggy Corporate,15388.44,Marketing,Equipment,UPI,NOR-20250924,type=normal; cycle=quarterly
2025-01-22,Azure Compute,49884.43,,Vendors,Credit Card,HSP-20250088,type=high_spend; variance_band=v3
2025-01-13,Meta Ads,207593.60,Engineering,,Bank Transfer,HSP-20250110,type=high_spend; variance_band=v3
2025-01-04,Miro,19389.47,Engineering,Equipment,Credit Card,NOR-20250681,type=normal; cycle=adhoc
2025-01-01,Employee Reimbursement - Asha Reddy,2784.60,,Office,Reimbursement,REB-20250056,type=reimbursement; claimant=Asha Reddy
2025-01-27,HDFC Bank Charges,18922.14,Infrastructure,Other,UPI,NOR-20250327,type=normal; cycle=monthly
2025-01-13,Salesforce,26145.11,Sales,Equipment,Credit Card,HSP-20250098,type=high_spend; variance_band=v3
2025-01-18,AWS Enterprise Support,235803.14,,,Bank Transfer,HSP-20250125,type=high_spend; variance_band=v3
2025-01-14,Spectrum Tech,74971.07,Marketing,Vendors,Credit Card,DUP-20250068,type=duplicate; pair=068; copy=2
2025-01-16,Airtel Broadband,12381.23,Design,,Bank Transfer,NOR-20251417,type=normal; cycle=adhoc
2025-01-27,Swiggy Corporate,29723.16,,Equipment,Bank Transfer,NOR-20250348,type=normal; cycle=adhoc
2025-01-24,Zomato Business,24208.72,HR & Admin,Marketing,UPI,NOR-20251200,type=normal; cycle=quarterly
2025-01-14,Nimbus Data Labs,34362.94,,Vendors,Bank Transfer,DUP-20250044,type=duplicate; pair=044; copy=2
2025-01-14,Figma,26762.28,Product,Vendors,Bank Transfer,NOR-20251300,type=normal; cycle=adhoc
2025-01-06,Azure Compute,74351.33,Marketing,Equipment,Credit Card,HSP-20250126,type=high_spend; variance_band=v2
2025-01-03,Figma,27392.41,,Travel,UPI,NOR-20250305,type=normal; cycle=monthly
2025-01-29,Office Depot,23654.13,Engineering,Other,UPI,NOR-20251386,type=normal; cycle=quarterly
2025-01-28,HDFC Bank Charges,6717.20,,Travel,Bank Transfer,NOR-20250849,type=normal; cycle=adhoc
2025-01-18,HDFC Bank Charges,8375.85,Sales,,UPI,NOR-20250011,type=normal; cycle=monthly
2025-01-12,Postman,21748.49,HR & Admin,Other,Credit Card,NOR-20250555,type=normal; cycle=adhoc
2025-01-09,ICICI Bank Charges,9405.03,HR & Admin,,UPI,NOR-20250520,type=normal; cycle=quarterly
2025-01-19,Figma,9789.69,HR & Admin,Equipment,UPI,NOR-20250930,type=normal; cycle=adhoc
2025-01-24,Proxima Solutions,73957.02,Marketing,Office,Credit Card,DUP-20250030,type=duplicate; pair=030; copy=2
2025-01-04,Atlassian,10986.00,Sales,Other,UPI,NOR-20251357,type=normal; cycle=monthly
2025-01-22,Zoom Communications,7648.30,HR & Admin,,Bank Transfer,NOR-20250945,type=normal; cycle=quarterly
2025-01-10,Office Depot,7541.24,Design,Marketing,UPI,NOR-20250051,type=normal; cycle=adhoc
2025-01-10,Datadog,5111.27,Product,,Bank Transfer,NOR-20251382,type=normal; cycle=quarterly
2025-01-23,Google Workspace,28185.91,Operations,Equipment,UPI,NOR-20251100,type=normal; cycle=monthly
2025-01-21,Microsoft 365,26090.52,Infrastructure,Office,Bank Transfer,NOR-20250634,type=normal; cycle=quarterly
2025-01-29,Google Workspace,11885.14,Design,Marketing,Bank Transfer,NOR-20250609,type=normal; cycle=quarterly
2025-01-03,Postman,20122.83,,,Bank Transfer,NOR-20251045,type=normal; cycle=monthly
2025-01-09,Figma,691.71,Marketing,Vendors,Bank Transfer,NOR-20250004,type=normal; cycle=quarterly
2025-01-08,Cloudflare,1272.85,HR & Admin,Equipment,UPI,NOR-20250974,type=normal; cycle=adhoc
2025-01-23,Swiggy Corporate,11688.29,Product,Software,UPI,NOR-20250438,type=normal; cycle=monthly
2025-01-31,Spectrum Tech,84036.17,HR & Admin,Vendors,Credit Card,DUP-20250065,type=duplicate; pair=065; copy=1
2025-01-22,HubSpot Enterprise,234461.53,Infrastructure,Equipment,Credit Card,HSP-20250218,type=high_spend; variance_band=v3
2025-01-12,Adobe Creative Cloud,12139.95,,Equipment,Credit Card,NOR-20250193,type=normal; cycle=quarterly
2025-01-28,Cloudflare,8080.62,Product,Other,Bank Transfer,NOR-20250190,type=normal; cycle=adhoc
2025-01-03,Microsoft 365,14865.66,Sales,,UPI,NOR-20250777,type=normal; cycle=adhoc
2025-01-13,Adobe Creative Cloud,10070.69,Design,Software,Bank Transfer,NOR-20250455,type=normal; cycle=quarterly
2025-01-12,Employee Reimbursement - Neha Sharma,11341.41,Marketing,Vendors,Reimbursement,REB-20250007,type=reimbursement; claimant=Neha Sharma
2025-01-10,Datadog,5710.24,Engineering,,UPI,NOR-20251116,type=normal; cycle=monthly
2025-01-08,Office Depot,12862.46,,,Credit Card,NOR-20251145,type=normal; cycle=quarterly
2025-01-17,Ola Corporate,19972.32,,Office,UPI,NOR-20251257,type=normal; cycle=monthly
2025-01-16,Postman,16611.90,Infrastructure,Software,Credit Card,NOR-20251072,type=normal; cycle=adhoc
2025-01-08,Miro,27479.15,Product,,Bank Transfer,NOR-20250016,type=normal; cycle=monthly
2025-01-02,Slack Technologies,12320.87,Sales,Equipment,UPI,NOR-20250133,type=normal; cycle=adhoc
2025-01-23,Ola Corporate,22536.92,Marketing,Marketing,Bank Transfer,NOR-20250239,type=normal; cycle=adhoc
2025-01-28,HDFC Bank Charges,3733.34,Design,Equipment,Bank Transfer,NOR-20250350,type=normal; cycle=adhoc
2025-01-05,Atlassian,666.53,Product,Vendors,Credit Card,NOR-20250743,type=normal; cycle=monthly
2025-01-06,HDFC Bank Charges,19306.62,,Equipment,UPI,NOR-20250306,type=normal; cycle=adhoc
2025-01-13,GitHub Enterprise,27544.02,HR & Admin,,UPI,NOR-20250262,type=normal; cycle=adhoc
2025-01-31,Razorpay Fees,6268.67,Sales,Marketing,Bank Transfer,NOR-20250460,type=normal; cycle=monthly
2025-01-06,AWS Enterprise Support,60572.30,Infrastructure,,Bank Transfer,HSP-20250147,type=high_spend; variance_band=v2
2025-01-13,Proxima Solutions,70667.21,Marketing,Software,Bank Transfer,DUP-20250048,type=duplicate; pair=048; copy=1
2025-01-23,Azure Compute,195478.70,Engineering,,Credit Card,HSP-20250137,type=high_spend; variance_band=v3
2025-01-31,Google Workspace,10319.44,Operations,Office,Bank Transfer,NOR-20251322,type=normal; cycle=adhoc
2025-01-19,Google Ads,33912.97,Engineering,Equipment,Credit Card,HSP-20250042,type=high_spend; variance_band=v2
2025-01-24,Google Ads,56854.11,,,Credit Card,HSP-20250165,type=high_spend; variance_band=v1
2025-01-26,Dropbox Business,3066.00,Sales,Other,Credit Card,NOR-20250503,type=normal; cycle=monthly
2025-01-24,Ola Corporate,2480.43,Sales,Software,Bank Transfer,NOR-20250222,type=normal; cycle=monthly
2025-01-26,Vendor ABC Pvt Ltd,62417.65,Marketing,Software,Credit Card,DUP-20250008,type=duplicate; pair=008; copy=2
2025-01-22,HubSpot Enterprise,161325.01,Sales,,Credit Card,HSP-20250025,type=high_spend; variance_band=v3
2025-01-01,Datadog,17711.23,,,Bank Transfer,NOR-20251194,type=normal; cycle=monthly
2025-01-19,Airtel Broadband,27667.28,Marketing,Equipment,Bank Transfer,NOR-20250542,type=normal; cycle=quarterly
2025-01-25,Google Ads,119895.56,,,Credit Card,HSP-20250237,type=high_spend; variance_band=v1
2025-01-17,Microsoft 365,17271.80,,Software,UPI,NOR-20251355,type=normal; cycle=monthly
2025-01-18,Jio Fiber,11848.36,,Other,UPI,NOR-20251297,type=normal; cycle=monthly
2025-01-25,BluePeak Systems,42587.10,Design,Vendors,Bank Transfer,DUP-20250033,type=duplicate; pair=033; copy=2
2025-01-21,Figma,4725.92,Design,Software,Credit Card,NOR-20250230,type=normal; cycle=adhoc
2025-01-02,Oracle Cloud,114322.10,Infrastructure,Vendors,Bank Transfer,HSP-20250097,type=high_spend; variance_band=v3
2025-01-29,Uber for Business,19318.19,Product,,UPI,NOR-20250178,type=normal; cycle=monthly
2025-01-21,LinkedIn Recruiter,23140.39,Marketing,Vendors,Credit Card,NOR-20250186,type=normal; cycle=adhoc
2025-01-13,Adobe Creative Cloud,6384.36,,Travel,Bank Transfer,NOR-20250296,type=normal; cycle=adhoc
2025-01-20,Employee Reimbursement - Priya Nair,11861.21,Operations,,Reimbursement,REB-20250080,type=reimbursement; claimant=Priya Nair
2025-01-02,LinkedIn Recruiter,23836.46,Marketing,,UPI,NOR-20250992,type=normal; cycle=quarterly
2025-01-28,Freshworks,14565.26,Marketing,,UPI,NOR-20250047,type=normal; cycle=monthly
2025-01-15,Canva Teams,12777.13,,Other,UPI,NOR-20250135,type=normal; cycle=quarterly
2025-01-27,Oracle Cloud,159005.46,,,Credit Card,HSP-20250154,type=high_spend; variance_band=v2
2025-01-15,Urban Company,28916.99,HR & Admin,,UPI,NOR-20250830,type=normal; cycle=monthly
2025-01-13,Figma,10035.76,Design,,Credit Card,NOR-20251320,type=normal; cycle=adhoc
2025-01-30,Figma,7473.27,Product,,Credit Card,NOR-20251298,type=normal; cycle=quarterly
2025-01-29,Azure Compute,35183.75,Engineering,Vendors,Bank Transfer,HSP-20250113,type=high_spend; variance_band=v1
2025-01-16,Zomato Business,14508.20,Operations,,Credit Card,NOR-20251294,type=normal; cycle=quarterly
2025-01-22,Miro,4336.87,Operations,Office,Credit Card,NOR-20251416,type=normal; cycle=quarterly
2025-01-23,Echo Rare Vendor 002,42289.49,Engineering,,UPI,RVR-20250001,type=rare_vendor; first_seen=true
2025-01-26,Microsoft 365,17386.84,Engineering,Office,Bank Transfer,NOR-20251411,type=normal; cycle=monthly
2025-01-27,Adobe Creative Cloud,25705.17,,Other,UPI,NOR-20250161,type=normal; cycle=quarterly
2025-01-09,Google Workspace,8985.10,,Travel,Bank Transfer,NOR-20250364,type=normal; cycle=adhoc
2025-01-21,Swiggy Corporate,10183.73,,,Bank Transfer,NOR-20250071,type=normal; cycle=quarterly
2025-01-28,Datadog,5951.06,Infrastructure,Software,Credit Card,NOR-20251230,type=normal; cycle=monthly
2025-01-19,IndiaMART,4670.08,Design,Office,UPI,NOR-20250491,type=normal; cycle=monthly
2025-01-09,Google Workspace,1277.76,Design,Equipment,Credit Card,NOR-20250871,type=normal; cycle=monthly
2025-01-15,GitHub Enterprise,12095.47,Infrastructure,Office,Credit Card,NOR-20250988,type=normal; cycle=monthly
2025-01-29,Notion Labs,27908.41,HR & Admin,Marketing,Credit Card,NOR-20250027,type=normal; cycle=monthly
2025-01-14,Slack Technologies,22537.36,HR & Admin,,UPI,NOR-20251361,type=normal; cycle=monthly
2025-01-02,ICICI Bank Charges,2290.66,Design,,Bank Transfer,NOR-20250918,type=normal; cycle=adhoc
2025-01-27,Oracle Cloud,205672.40,Sales,Software,Credit Card,HSP-20250050,type=high_spend; variance_band=v1
2025-01-17,Jio Fiber,9743.91,Design,Office,Bank Transfer,NOR-20251274,type=normal; cycle=adhoc
2025-01-04,Vertex Analytics,85504.55,Infrastructure,Software,Credit Card,DUP-20250007,type=duplicate; pair=007; copy=1
2025-01-11,Zenith Rare Vendor 007,13754.87,HR & Admin,Vendors,UPI,RVR-20250006,type=rare_vendor; first_seen=true
2025-01-27,Adobe Creative Cloud,25909.80,Sales,,UPI,NOR-20250041,type=normal; cycle=adhoc
2025-01-24,Dropbox Business,8778.17,,Equipment,Credit Card,NOR-20250778,type=normal; cycle=quarterly
2025-01-01,Slack Technologies,9377.08,Product,,Bank Transfer,NOR-20251368,type=normal; cycle=quarterly
2025-01-02,Canva Teams,25272.07,Operations,Travel,Bank Transfer,NOR-20250422,type=normal; cycle=quarterly
2025-01-29,Urban Company,18535.07,Marketing,Office,Bank Transfer,NOR-20250701,type=normal; cycle=monthly
2025-01-18,Freshworks,18128.73,Design,,UPI,NOR-20250876,type=normal; cycle=adhoc
2025-01-09,Cloudflare,2708.52,Product,,Credit Card,NOR-20250707,type=normal; cycle=quarterly
2025-01-06,IndiaMART,28486.60,,Other,UPI,NOR-20250603,type=normal; cycle=monthly
2025-01-02,Ola Corporate,10699.61,Design,Marketing,UPI,NOR-20250705,type=normal; cycle=adhoc
2025-01-03,Cloudflare,20780.27,Infrastructure,Other,Bank Transfer,NOR-20251309,type=normal; cycle=monthly
2025-01-13,Postman,21949.54,Sales,Software,Bank Transfer,NOR-20250630,type=normal; cycle=adhoc
2025-01-17,Microsoft 365,20755.03,,Vendors,UPI,NOR-20250729,type=normal; cycle=monthly
2025-01-17,Urban Company,12875.66,,,Bank Transfer,NOR-20251214,type=normal; cycle=quarterly
2025-01-21,Zomato Business,8523.43,Sales,,UPI,NOR-20250549,type=normal; cycle=adhoc
2025-01-15,Salesforce,195367.01,Marketing,Marketing,Bank Transfer,HSP-20250016,type=high_spend; variance_band=v3
2025-01-02,Postman,25460.06,Sales,,Bank Transfer,NOR-20250059,type=normal; cycle=quarterly
2025-01-07,LinkedIn Recruiter,29864.97,Product,,Credit Card,NOR-20250045,type=normal; cycle=quarterly
2025-01-07,Office Depot,17448.49,,,Bank Transfer,NOR-20251185,type=normal; cycle=monthly
2025-01-13,Google Workspace,16772.02,Product,Vendors,Credit Card,NOR-20250781,type=normal; cycle=quarterly
2025-01-27,Spectrum Tech,35336.53,Sales,,Credit Card,DUP-20250058,type=duplicate; pair=058; copy=1
2025-01-20,Databricks,223741.89,Infrastructure,,Credit Card,HSP-20250061,type=high_spend; variance_band=v3
2025-01-14,Urban Company,10370.92,Marketing,Software,Credit Card,NOR-20251392,type=normal; cycle=quarterly
2025-01-11,Echo Rare Vendor 043,39676.93,Infrastructure,Other,Credit Card,RVR-20250042,type=rare_vendor; first_seen=true
2025-01-31,Employee Reimbursement - Neha Sharma,19599.74,HR & Admin,Office,Reimbursement,REB-20250005,type=reimbursement; claimant=Neha Sharma
2025-01-19,Zoom Communications,21951.48,Marketing,Marketing,UPI,NOR-20250679,type=normal; cycle=monthly
2025-01-03,Adobe Creative Cloud,14224.97,,,UPI,NOR-20250179,type=normal; cycle=monthly
2025-01-16,HubSpot Enterprise,216043.27,,Software,Credit Card,HSP-20250173,type=high_spend; variance_band=v1
2025-01-31,Slack Technologies,20436.46,Product,,Credit Card,NOR-20250843,type=normal; cycle=adhoc
2025-01-05,Dropbox Business,14733.74,Product,,Bank Transfer,NOR-20250159,type=normal; cycle=adhoc
2025-01-01,Notion Labs,20462.63,Sales,Equipment,Bank Transfer,NOR-20250001,type=normal; cycle=monthly
2025-01-11,Databricks,219041.62,Engineering,,Bank Transfer,HSP-20250210,type=high_spend; variance_band=v1
2025-01-28,ICICI Bank Charges,22573.93,Design,,UPI,NOR-20250529,type=normal; cycle=quarterly
2025-01-01,Microsoft 365,11290.61,HR & Admin,Marketing,Bank Transfer,NOR-20250878,type=normal; cycle=monthly
2025-01-17,Oracle Cloud,111596.23,Infrastructure,Equipment,Credit Card,HSP-20250129,type=high_spend; variance_band=v2
2025-01-24,Zoom Communications,21781.30,Product,,UPI,NOR-20250352,type=normal; cycle=adhoc
2025-01-24,Atlassian,1902.18,Design,Other,Credit Card,NOR-20251270,type=normal; cycle=adhoc
2025-01-26,HDFC Bank Charges,17783.32,Design,Software,UPI,NOR-20250449,type=normal; cycle=quarterly
2025-01-08,Zoom Communications,27755.38,Operations,Office,Credit Card,NOR-20250141,type=normal; cycle=adhoc
2025-01-31,Zomato Business,24556.53,Marketing,Travel,Bank Transfer,NOR-20250462,type=normal; cycle=adhoc
2025-01-05,RapidOps Vendor,80637.96,Marketing,Software,Credit Card,DUP-20250038,type=duplicate; pair=038; copy=2
2025-01-24,Canva Teams,818.11,,,Bank Transfer,NOR-20251077,type=normal; cycle=adhoc
2025-01-18,Uber for Business,5462.89,Infrastructure,Marketing,Credit Card,NOR-20250427,type=normal; cycle=adhoc
2025-01-02,Postman,13560.27,Design,Travel,UPI,NOR-20250136,type=normal; cycle=adhoc
2025-01-01,Swiggy Corporate,23744.84,Marketing,,Bank Transfer,NOR-20250373,type=normal; cycle=monthly
2025-01-05,Dropbox Business,10469.14,Product,,Credit Card,NOR-20251018,type=normal; cycle=adhoc
2025-01-07,IndiaMART,11067.57,,Other,UPI,NOR-20250515,type=normal; cycle=quarterly
2025-01-19,Adobe Creative Cloud,14734.73,Product,,UPI,NOR-20250934,type=normal; cycle=adhoc
2025-01-24,Ola Corporate,6098.39,Marketing,,Bank Transfer,NOR-20250907,type=normal; cycle=quarterly
2025-01-14,HDFC Bank Charges,25880.64,HR & Admin,Vendors,Credit Card,NOR-20251255,type=normal; cycle=quarterly
2025-01-10,Canva Teams,8850.25,Product,,UPI,NOR-20250420,type=normal; cycle=quarterly
2025-01-03,Google Workspace,12317.16,Operations,,UPI,NOR-20250342,type=normal; cycle=quarterly
2025-01-26,IndiaMART,28502.73,Sales,Marketing,UPI,NOR-20250819,type=normal; cycle=quarterly
2025-01-11,Employee Reimbursement - Ravi Kumar,2798.43,Operations,,Reimbursement,REB-20250049,type=reimbursement; claimant=Ravi Kumar
2025-01-04,IndiaMART,16012.21,Product,Other,UPI,NOR-20251314,type=normal; cycle=quarterly
2025-01-28,Cloudflare,8206.95,Operations,Office,Credit Card,NOR-20251085,type=normal; cycle=adhoc
2025-01-27,Jio Fiber,4182.37,,Software,UPI,NOR-20250007,type=normal; cycle=quarterly
2025-01-22,Adobe Creative Cloud,10190.06,Marketing,,UPI,NOR-20250264,type=normal; cycle=adhoc
2025-01-28,Figma,1745.85,Product,,Credit Card,NOR-20251285,type=normal; cycle=monthly
2025-01-25,Azure Compute,230159.07,Marketing,,Bank Transfer,HSP-20250005,type=high_spend; variance_band=v1
2025-01-01,Figma,28048.54,Infrastructure,Office,Credit Card,NOR-20251437,type=normal; cycle=quarterly
2025-01-01,Nova Rare Vendor 055,28121.60,,Vendors,UPI,RVR-20250054,type=rare_vendor; first_seen=true
2025-01-20,Notion Labs,1274.73,Infrastructure,,Credit Card,NOR-20250454,type=normal; cycle=adhoc
2025-01-08,Urban Company,20314.33,Sales,,UPI,NOR-20251287,type=normal; cycle=monthly
2025-01-18,Notion Labs,4295.57,Sales,,Bank Transfer,NOR-20250344,type=normal; cycle=quarterly
2025-01-10,Slack Technologies,11469.39,,Software,Bank Transfer,NOR-20250521,type=normal; cycle=adhoc
2025-01-09,Zomato Business,20920.53,Infrastructure,Travel,Credit Card,NOR-20251104,type=normal; cycle=monthly
2025-01-17,Meta Ads,203292.56,Infrastructure,Software,Bank Transfer,HSP-20250109,type=high_spend; variance_band=v2
2025-01-22,Slack Technologies,13835.26,,Software,UPI,NOR-20250314,type=normal; cycle=quarterly
2025-01-31,Atlassian,13763.08,Marketing,,Credit Card,NOR-20250335,type=normal; cycle=quarterly
2025-01-05,Zoom Communications,11404.31,Product,Software,Credit Card,NOR-20251319,type=normal; cycle=quarterly
2025-01-02,ICICI Bank Charges,4895.19,HR & Admin,Other,Credit Card,NOR-20250142,type=normal; cycle=monthly
2025-01-19,IndiaMART,29069.02,,Other,UPI,NOR-20250789,type=normal; cycle=quarterly
2025-01-21,AWS Cloud Services,8122.71,HR & Admin,Vendors,UPI,NOR-20251284,type=normal; cycle=monthly
2025-01-23,Meta Ads,202699.05,Infrastructure,Equipment,Credit Card,HSP-20250190,type=high_spend; variance_band=v3
2025-01-06,Meta Ads,106745.88,Infrastructure,Equipment,Bank Transfer,HSP-20250208,type=high_spend; variance_band=v1
2025-01-20,HDFC Bank Charges,29011.32,,Equipment,UPI,NOR-20250655,type=normal; cycle=adhoc
2025-01-09,IndiaMART,23847.03,,,Credit Card,NOR-20250891,type=normal; cycle=monthly
2025-01-23,Office Depot,21500.29,Operations,,Credit Card,NOR-20250728,type=normal; cycle=adhoc
2025-01-25,Freshworks,28435.01,Sales,,Bank Transfer,NOR-20250028,type=normal; cycle=monthly
2025-01-03,AWS Enterprise Support,95235.38,Sales,,Credit Card,HSP-20250100,type=high_spend; variance_band=v1
2025-01-15,Google Ads,112492.08,Engineering,Marketing,Credit Card,HSP-20250112,type=high_spend; variance_band=v1
2025-01-16,AWS Cloud Services,29085.39,,,Bank Transfer,NOR-20250042,type=normal; cycle=quarterly
2025-01-28,Cloudflare,22228.65,Infrastructure,Other,Bank Transfer,NOR-20250067,type=normal; cycle=adhoc
2025-01-16,Employee Reimbursement - Ravi Kumar,5451.79,,Travel,Reimbursement,REB-20250001,type=reimbursement; claimant=Ravi Kumar
2025-01-22,IndiaMART,7822.45,,,UPI,NOR-20250573,type=normal; cycle=monthly
2025-01-26,GitHub Enterprise,25722.47,Sales,,Credit Card,NOR-20250818,type=normal; cycle=quarterly
2025-01-16,Postman,13411.45,Design,,UPI,NOR-20250763,type=normal; cycle=monthly
